CustomerID,CustomerCode,FirstName,LastName,FullName,Gender,DOB,Age,AgeGroup,Email,Phone,City,State,Region,Pincode,RegistrationDate,CustomerSegment,PreferredCategory,IsPrimeMember,IsActive
C001331,CUST001331,Bhavna,Pandit,Bhavna Pandit,Female,1977-04-29,49,45-54,bhavna.pandit971@gmail.com,0486251521,Thiruvananthapuram,Kerala,South,695001,2024-06-08,Premium,Beauty,False,True
C001332,CUST001332,Tristan,Mohan,Tristan Mohan,Male,1993-04-14,33,25-34,tristan.mohan574@gmail.com,7801891567,Bilaspur,Chhattisgarh,Central,495001,2025-02-21,Premium,Home & Kitchen,False,True
C001333,CUST001333,Girindra,Master,Girindra Master,Male,1984-06-24,42,35-44,girindra.master780@gmail.com,7629691433,Jodhpur,Rajasthan,North,342001,2024-03-27,Regular,Fashion,False,True
C001334,CUST001334,Siya,Deshpande,Siya Deshpande,Female,2005-06-21,21,18-24,siya.deshpande500@gmail.com,5099990010,Warangal,Telangana,South,506002,2025-07-02,New,Sports,False,True
C001335,CUST001335,Onkar,Srinivasan,Onkar Srinivasan,Male,1980-12-26,45,45-54,onkar.srinivasan512@gmail.com,2118968442,Agra,Uttar Pradesh,North,282001,2024-01-07,Regular,Books,False,True
C001336,CUST001336,Manan,Ramakrishnan,Manan Ramakrishnan,Male,1984-04-29,42,35-44,manan.ramakrishnan713@gmail.com,9572857595,Dhanbad,Jharkhand,East,826001,2024-07-31,New,Fashion,False,True
C001337,CUST001337,Dev,Vasa,Dev Vasa,Male,1973-01-16,53,45-54,dev.vasa422@gmail.com,7978912488,Belagavi,Karnataka,South,590001,2023-10-21,New,Fashion,False,True
C001338,CUST001338,Girindra,Seth,Girindra Seth,Male,1971-01-21,55,55+,girindra.seth396@gmail.com,8445143672,Bilaspur,Chhattisgarh,Central,495001,2025-12-14,New,Books,False,True
C001339,CUST001339,Yutika,Raman,Yutika Raman,Female,2001-02-04,25,25-34,yutika.raman145@gmail.com,0388568119,Mysuru,Karnataka,South,570001,2023-08-14,Regular,Books,False,False
C001340,CUST001340,Jason,Swamy,Jason Swamy,Male,2002-02-22,24,18-24,jason.swamy19@gmail.com,0099217790,Chennai,Tamil Nadu,South,600001,2024-07-02,New,Sports,False,True
C001341,CUST001341,Qasim,Mutti,Qasim Mutti,Male,1975-07-16,50,45-54,qasim.mutti586@gmail.com,3515880705,Ludhiana,Punjab,North,141001,2024-11-24,Premium,Electronics,True,True
C001342,CUST001342,Indali,Date,Indali Date,Female,1992-04-30,34,25-34,indali.date283@gmail.com,3910382974,Kochi,Kerala,South,682001,2024-09-21,Regular,Fashion,True,True
C001343,CUST001343,Ekalinga,Murty,Ekalinga Murty,Male,1989-04-08,37,35-44,ekalinga.murty435@gmail.com,9085818104,Mysuru,Karnataka,South,570001,2023-04-02,New,Home & Kitchen,True,True
C001344,CUST001344,Nihal,Bhat,Nihal Bhat,Male,1974-09-17,51,45-54,nihal.bhat303@gmail.com,6158736627,Bengaluru,Karnataka,South,560001,2024-04-04,New,Grocery,False,True
C001345,CUST001345,Balveer,Kalla,Balveer Kalla,Male,1989-03-17,37,35-44,balveer.kalla183@gmail.com,5390058561,Cuttack,Odisha,East,753001,2025-02-26,Regular,Sports,False,True
C001346,CUST001346,Qadim,Manne,Qadim Manne,Male,1996-02-16,30,25-34,qadim.manne131@gmail.com,6397925511,Nagpur,Maharashtra,West,440001,2023-07-28,Premium,Home & Kitchen,False,True
C001347,CUST001347,Sachi,Mannan,Sachi Mannan,Female,1982-03-24,44,35-44,sachi.mannan195@gmail.com,8377270289,Chennai,Tamil Nadu,South,600001,2023-03-30,Regular,Fashion,False,True
C001348,CUST001348,Ucchal,Radhakrishnan,Ucchal Radhakrishnan,Female,1993-05-16,33,25-34,ucchal.radhakrishnan948@gmail.com,2816441610,Warangal,Telangana,South,506002,2024-09-09,Regular,Home & Kitchen,True,True
C001349,CUST001349,Damini,Shenoy,Damini Shenoy,Female,1987-06-26,38,35-44,damini.shenoy817@gmail.com,6405103880,Bhubaneswar,Odisha,East,751001,2025-01-25,Premium,Books,False,True
C001350,CUST001350,Ekansh,Swaminathan,Ekansh Swaminathan,Male,1980-01-16,46,45-54,ekansh.swaminathan499@gmail.com,6362814447,Warangal,Telangana,South,506002,2023-10-28,Regular,Grocery,False,True
C001351,CUST001351,Dalbir,Wadhwa,Dalbir Wadhwa,Male,2004-11-18,21,18-24,dalbir.wadhwa140@gmail.com,0969067649,Madurai,Tamil Nadu,South,625001,2026-03-29,Regular,Sports,True,True
C001352,CUST001352,Aarav,Ghose,Aarav Ghose,Male,1977-04-06,49,45-54,aarav.ghose626@gmail.com,4551358727,Noida,Uttar Pradesh,North,201301,2024-12-23,Regular,Grocery,False,False
C001353,CUST001353,Diya,Setty,Diya Setty,Female,1983-07-29,42,35-44,diya.setty555@gmail.com,8116403439,Hyderabad,Telangana,South,500001,2024-05-18,Regular,Beauty,False,True
C001354,CUST001354,Zayan,Virk,Zayan Virk,Male,1969-11-26,56,55+,zayan.virk840@gmail.com,7583336477,Noida,Uttar Pradesh,North,201301,2023-06-21,Regular,Grocery,False,True
C001355,CUST001355,Abhimanyu,Krishnamurthy,Abhimanyu Krishnamurthy,Male,1971-11-24,54,45-54,abhimanyu.krishnamurthy381@gmail.com,9153860282,Guwahati,Assam,East,781001,2023-06-28,New,Electronics,True,True
C001356,CUST001356,Siya,Deol,Siya Deol,Female,1989-03-17,37,35-44,siya.deol807@gmail.com,1231905772,Hyderabad,Telangana,South,500001,2023-08-14,New,Home & Kitchen,False,True
C001357,CUST001357,Aarush,Loyal,Aarush Loyal,Male,1984-07-01,41,35-44,aarush.loyal441@gmail.com,9419324538,Vadodara,Gujarat,West,390001,2025-07-31,New,Books,False,False
C001358,CUST001358,Baljiwan,Bhargava,Baljiwan Bhargava,Male,2007-10-07,18,18-24,baljiwan.bhargava156@gmail.com,2248709872,Pune,Maharashtra,West,411001,2024-04-04,New,Fashion,True,True
C001359,CUST001359,Saumya,Kumer,Saumya Kumer,Female,2004-07-25,21,18-24,saumya.kumer688@gmail.com,5174224043,Bilaspur,Chhattisgarh,Central,495001,2023-02-23,Regular,Grocery,False,True
C001360,CUST001360,Gabriel,Saini,Gabriel Saini,Male,1972-04-06,54,45-54,gabriel.saini260@gmail.com,0346861630,Kanpur,Uttar Pradesh,North,208001,2026-05-01,Premium,Electronics,True,True
C001361,CUST001361,Wazir,Arora,Wazir Arora,Male,1975-08-23,50,45-54,wazir.arora771@gmail.com,2009536621,Bengaluru,Karnataka,South,560001,2026-03-11,Regular,Grocery,True,True
C001362,CUST001362,Pranit,Hegde,Pranit Hegde,Male,1993-05-01,33,25-34,pranit.hegde464@gmail.com,7950017325,Jabalpur,Madhya Pradesh,Central,482001,2025-12-16,Regular,Home & Kitchen,False,True
C001363,CUST001363,Abeer,Bal,Abeer Bal,Male,1996-11-17,29,25-34,abeer.bal525@gmail.com,3072211386,Vadodara,Gujarat,West,390001,2023-08-16,New,Sports,True,True
C001364,CUST001364,Ansh,Upadhyay,Ansh Upadhyay,Male,1997-08-22,28,25-34,ansh.upadhyay738@gmail.com,2104546171,Bengaluru,Karnataka,South,560001,2025-03-22,Regular,Sports,False,True
C001365,CUST001365,Geetika,Biswas,Geetika Biswas,Female,1997-09-25,28,25-34,geetika.biswas104@gmail.com,3602344225,Howrah,West Bengal,East,711101,2025-10-24,Regular,Fashion,False,True
C001366,CUST001366,Eshana,Chander,Eshana Chander,Female,1992-07-08,33,25-34,eshana.chander773@gmail.com,3941209447,Hyderabad,Telangana,South,500001,2024-03-09,Regular,Electronics,True,True
C001367,CUST001367,Warjas,Gole,Warjas Gole,Male,1991-01-21,35,35-44,warjas.gole178@gmail.com,5513276179,Guwahati,Assam,East,781001,2025-08-17,Regular,Sports,False,True
C001368,CUST001368,Mason,Bajwa,Mason Bajwa,Male,1974-08-06,51,45-54,mason.bajwa807@gmail.com,8516021191,Delhi,Delhi,North,110001,2025-05-18,New,Electronics,True,True
C001369,CUST001369,Odika,Yadav,Odika Yadav,Female,2005-01-17,21,18-24,odika.yadav21@gmail.com,6498647868,Mysuru,Karnataka,South,570001,2024-05-05,New,Beauty,True,True
C001370,CUST001370,Ucchal,Date,Ucchal Date,Female,1980-01-14,46,45-54,ucchal.date593@gmail.com,8844740837,Mumbai,Maharashtra,West,400001,2026-02-03,New,Electronics,True,True
C001371,CUST001371,Chaitanya,Choudhary,Chaitanya Choudhary,Male,2004-05-25,22,18-24,chaitanya.choudhary375@gmail.com,9216400698,Howrah,West Bengal,East,711101,2025-09-17,New,Home & Kitchen,True,True
C001372,CUST001372,Isha,Ramaswamy,Isha Ramaswamy,Female,2006-11-07,19,18-24,isha.ramaswamy142@gmail.com,4848647082,Gurugram,Haryana,North,122001,2025-10-21,New,Books,False,True
C001373,CUST001373,Daniel,Kapur,Daniel Kapur,Male,2004-07-18,21,18-24,daniel.kapur163@gmail.com,2202123720,Bhopal,Madhya Pradesh,West,462001,2025-04-14,Premium,Beauty,True,True
C001374,CUST001374,Praneel,Narasimhan,Praneel Narasimhan,Male,1965-08-01,60,55+,praneel.narasimhan165@gmail.com,0088634673,Siliguri,West Bengal,East,734001,2025-02-21,Regular,Books,False,True
C001375,CUST001375,Dayamai,Agrawal,Dayamai Agrawal,Female,1965-09-16,60,55+,dayamai.agrawal679@gmail.com,6009169232,Chennai,Tamil Nadu,South,600001,2023-07-11,Premium,Fashion,False,True
C001376,CUST001376,Yug,Jaggi,Yug Jaggi,Male,1996-07-24,29,25-34,yug.jaggi677@gmail.com,0854818674,Raipur,Chhattisgarh,Central,492001,2023-11-26,Premium,Beauty,False,True
C001377,CUST001377,Sara,Konda,Sara Konda,Female,1968-03-30,58,55+,sara.konda50@gmail.com,8433611371,Jodhpur,Rajasthan,North,342001,2023-09-26,Regular,Home & Kitchen,False,False
C001378,CUST001378,Chasmum,Virk,Chasmum Virk,Female,1971-04-11,55,55+,chasmum.virk652@gmail.com,5458294203,Nashik,Maharashtra,West,422001,2024-03-03,Premium,Beauty,True,True
C001379,CUST001379,Leena,Arora,Leena Arora,Female,1970-02-19,56,55+,leena.arora826@gmail.com,4660756999,Coimbatore,Tamil Nadu,South,641001,2023-01-31,New,Books,True,True
C001380,CUST001380,Jeremiah,Mander,Jeremiah Mander,Male,2005-01-31,21,18-24,jeremiah.mander296@gmail.com,2010824028,Agra,Uttar Pradesh,North,282001,2023-07-12,Regular,Fashion,False,True
C001381,CUST001381,Chandani,Tripathi,Chandani Tripathi,Female,1975-11-03,50,45-54,chandani.tripathi494@gmail.com,9402620858,Panaji,Goa,West,403001,2023-07-02,New,Sports,False,True
C001382,CUST001382,Bhavya,Taneja,Bhavya Taneja,Female,1983-04-26,43,35-44,bhavya.taneja509@gmail.com,5364235700,Gwalior,Madhya Pradesh,Central,474001,2025-06-24,Regular,Fashion,False,False
C001383,CUST001383,Manan,Chahal,Manan Chahal,Male,1976-05-01,50,45-54,manan.chahal461@gmail.com,5181612559,Delhi,Delhi,North,110001,2024-08-10,Regular,Books,False,True
C001384,CUST001384,Adya,Mangat,Adya Mangat,Female,1992-07-14,33,25-34,adya.mangat908@gmail.com,9230466001,Dehradun,Uttarakhand,North,248001,2024-10-04,Regular,Sports,False,True
C001385,CUST001385,Devansh,Kibe,Devansh Kibe,Male,2001-01-10,25,25-34,devansh.kibe168@gmail.com,1232961512,Patna,Bihar,East,800001,2023-04-27,Regular,Fashion,False,True
C001386,CUST001386,Alexander,Lalla,Alexander Lalla,Male,2001-09-15,24,18-24,alexander.lalla905@gmail.com,6534460422,Vadodara,Gujarat,West,390001,2025-02-08,New,Grocery,False,True
C001387,CUST001387,Urvi,Saini,Urvi Saini,Female,1980-05-14,46,45-54,urvi.saini486@gmail.com,9153057347,Bhubaneswar,Odisha,East,751001,2023-07-11,Regular,Grocery,False,True
C001388,CUST001388,Falan,Lad,Falan Lad,Male,1981-06-18,45,45-54,falan.lad346@gmail.com,7682251272,Chennai,Tamil Nadu,South,600001,2024-01-05,Regular,Grocery,False,True
C001389,CUST001389,Ronith,Sethi,Ronith Sethi,Male,1965-09-27,60,55+,ronith.sethi127@gmail.com,6224197687,Indore,Madhya Pradesh,West,452001,2024-12-02,Premium,Grocery,True,True
C001390,CUST001390,Yashodhara,Madan,Yashodhara Madan,Female,2007-11-30,18,18-24,yashodhara.madan591@gmail.com,2903500618,Lucknow,Uttar Pradesh,North,226001,2023-03-20,Regular,Grocery,True,True
C001391,CUST001391,Max,Tella,Max Tella,Male,2003-12-21,22,18-24,max.tella494@gmail.com,3543404668,Asansol,West Bengal,East,713301,2025-02-17,New,Books,False,True
C001392,CUST001392,Faraj,Choudhry,Faraj Choudhry,Male,1975-09-29,50,45-54,faraj.choudhry660@gmail.com,9525492064,Hubballi,Karnataka,South,580020,2024-03-09,Premium,Books,False,True
C001393,CUST001393,Lohit,Chakrabarti,Lohit Chakrabarti,Male,1973-11-25,52,45-54,lohit.chakrabarti472@gmail.com,8818273063,Chennai,Tamil Nadu,South,600001,2023-10-18,New,Grocery,True,True
C001394,CUST001394,Nikita,Kar,Nikita Kar,Female,1988-06-09,38,35-44,nikita.kar926@gmail.com,1884968066,Amritsar,Punjab,North,143001,2024-03-14,Regular,Home & Kitchen,True,True
C001395,CUST001395,Leela,Badami,Leela Badami,Female,1989-02-11,37,35-44,leela.badami558@gmail.com,1254341230,Bhopal,Madhya Pradesh,West,462001,2024-08-31,New,Home & Kitchen,False,True
C001396,CUST001396,Daniel,Ratti,Daniel Ratti,Male,1968-12-12,57,55+,daniel.ratti584@gmail.com,0372186003,Guwahati,Assam,East,781001,2025-06-13,Regular,Sports,False,True
C001397,CUST001397,Finn,Bhatia,Finn Bhatia,Male,1979-03-15,47,45-54,finn.bhatia761@gmail.com,9990114003,Belagavi,Karnataka,South,590001,2026-03-30,Regular,Home & Kitchen,False,True
C001398,CUST001398,Neha,Soman,Neha Soman,Female,1973-06-05,53,45-54,neha.soman821@gmail.com,9786016259,Bengaluru,Karnataka,South,560001,2023-11-05,Premium,Fashion,False,True
C001399,CUST001399,Ati,Tripathi,Ati Tripathi,Female,1983-01-23,43,35-44,ati.tripathi659@gmail.com,8550113753,Ahmedabad,Gujarat,West,380001,2025-12-02,Regular,Grocery,False,True
C001400,CUST001400,Pahal,Wagle,Pahal Wagle,Female,1976-10-02,49,45-54,pahal.wagle723@gmail.com,8878072790,Ranchi,Jharkhand,East,834001,2026-03-30,New,Fashion,False,True
C001401,CUST001401,Ishaan,Sidhu,Ishaan Sidhu,Male,1973-02-05,53,45-54,ishaan.sidhu600@gmail.com,8819722399,Asansol,West Bengal,East,713301,2025-02-12,New,Fashion,False,False
C001402,CUST001402,Rehaan,Krishnamurthy,Rehaan Krishnamurthy,Male,1998-03-22,28,25-34,rehaan.krishnamurthy726@gmail.com,7530768102,Delhi,Delhi,North,110001,2025-01-15,New,Home & Kitchen,False,True
C001403,CUST001403,Mekhala,Aurora,Mekhala Aurora,Female,2002-11-04,23,18-24,mekhala.aurora545@gmail.com,0024432362,Dhanbad,Jharkhand,East,826001,2025-07-22,Regular,Home & Kitchen,False,True
C001404,CUST001404,Gautami,Dara,Gautami Dara,Female,1992-01-25,34,25-34,gautami.dara565@gmail.com,8574670675,Madurai,Tamil Nadu,South,625001,2023-12-27,Regular,Home & Kitchen,True,True
C001405,CUST001405,Bhavini,Sarkar,Bhavini Sarkar,Female,2007-08-27,18,18-24,bhavini.sarkar728@gmail.com,2150164261,Noida,Uttar Pradesh,North,201301,2024-08-06,Regular,Sports,False,True
C001406,CUST001406,Aarnav,Srinivasan,Aarnav Srinivasan,Male,1966-02-19,60,55+,aarnav.srinivasan518@gmail.com,8424319839,Chennai,Tamil Nadu,South,600001,2023-08-01,New,Electronics,False,True
C001407,CUST001407,Ekapad,Mani,Ekapad Mani,Male,2002-05-09,24,18-24,ekapad.mani440@gmail.com,0041691053,Ranchi,Jharkhand,East,834001,2025-06-28,Regular,Books,True,True
C001408,CUST001408,Arin,Din,Arin Din,Male,1972-05-07,54,45-54,arin.din137@gmail.com,5864633953,Nagpur,Maharashtra,West,440001,2025-07-20,Regular,Electronics,True,True
C001409,CUST001409,Nilima,Chana,Nilima Chana,Female,1971-11-04,54,45-54,nilima.chana17@gmail.com,4764278961,Lucknow,Uttar Pradesh,North,226001,2025-04-25,Premium,Sports,False,True
C001410,CUST001410,Odika,Sodhi,Odika Sodhi,Female,1982-04-10,44,35-44,odika.sodhi824@gmail.com,8177512395,Nagpur,Maharashtra,West,440001,2025-11-05,New,Sports,True,True
C001411,CUST001411,Yadavi,Toor,Yadavi Toor,Female,1972-03-07,54,45-54,yadavi.toor819@gmail.com,6097236024,Cuttack,Odisha,East,753001,2024-05-09,New,Grocery,True,True
C001412,CUST001412,Mugdha,Saran,Mugdha Saran,Female,1990-08-24,35,35-44,mugdha.saran257@gmail.com,2051710730,Amritsar,Punjab,North,143001,2026-05-13,Regular,Fashion,False,False
C001413,CUST001413,Yamini,Sheth,Yamini Sheth,Female,1973-10-25,52,45-54,yamini.sheth449@gmail.com,8370317543,Mumbai,Maharashtra,West,400001,2026-06-16,Regular,Books,True,False
C001414,CUST001414,Abhiram,Grewal,Abhiram Grewal,Male,1995-07-31,30,25-34,abhiram.grewal172@gmail.com,5726029254,Ranchi,Jharkhand,East,834001,2025-03-10,Premium,Fashion,False,True
C001415,CUST001415,Shravya,Wable,Shravya Wable,Female,1992-11-22,33,25-34,shravya.wable813@gmail.com,8407664207,Nagpur,Maharashtra,West,440001,2023-07-23,Regular,Fashion,False,True
C001416,CUST001416,Saanvi,Jhaveri,Saanvi Jhaveri,Female,1975-04-08,51,45-54,saanvi.jhaveri105@gmail.com,3867625923,Gwalior,Madhya Pradesh,Central,474001,2024-06-16,Regular,Fashion,False,True
C001417,CUST001417,Tanveer,Thaman,Tanveer Thaman,Male,1997-10-25,28,25-34,tanveer.thaman566@gmail.com,8869320553,Jaipur,Rajasthan,North,302001,2023-01-24,Regular,Beauty,True,True
C001418,CUST001418,Kai,Ahuja,Kai Ahuja,Male,1989-01-31,37,35-44,kai.ahuja656@gmail.com,7396159764,Howrah,West Bengal,East,711101,2025-02-22,New,Sports,True,True
C001419,CUST001419,Aarna,Murthy,Aarna Murthy,Female,1978-07-15,47,45-54,aarna.murthy261@gmail.com,7897755426,Thiruvananthapuram,Kerala,South,695001,2024-05-05,Regular,Fashion,True,True
C001420,CUST001420,Brinda,Bala,Brinda Bala,Female,1981-11-24,44,35-44,brinda.bala603@gmail.com,3627320222,Ahmedabad,Gujarat,West,380001,2023-04-16,New,Fashion,False,True
C001421,CUST001421,Wridesh,Chauhan,Wridesh Chauhan,Male,1972-09-21,53,45-54,wridesh.chauhan926@gmail.com,6917162042,Madurai,Tamil Nadu,South,625001,2025-07-29,Premium,Electronics,True,True
C001422,CUST001422,Quincy,Comar,Quincy Comar,Male,1985-02-21,41,35-44,quincy.comar113@gmail.com,8305216903,Chennai,Tamil Nadu,South,600001,2023-06-08,Regular,Home & Kitchen,False,True
C001423,CUST001423,Hemal,Grover,Hemal Grover,Female,1967-06-30,58,55+,hemal.grover394@gmail.com,0142647106,Mysuru,Karnataka,South,570001,2025-04-27,New,Sports,True,True
C001424,CUST001424,Amaira,Bora,Amaira Bora,Female,1996-02-22,30,25-34,amaira.bora685@gmail.com,6370500493,Ranchi,Jharkhand,East,834001,2025-07-12,Regular,Fashion,True,True
C001425,CUST001425,Hemang,Goyal,Hemang Goyal,Male,1993-08-08,32,25-34,hemang.goyal15@gmail.com,6931729476,Madurai,Tamil Nadu,South,625001,2024-12-03,Premium,Grocery,False,True
C001426,CUST001426,Jai,Ahluwalia,Jai Ahluwalia,Male,2002-03-23,24,18-24,jai.ahluwalia540@gmail.com,5402599851,Amritsar,Punjab,North,143001,2024-06-05,Premium,Fashion,False,True
C001427,CUST001427,Imaran,Kar,Imaran Kar,Male,1974-02-20,52,45-54,imaran.kar95@gmail.com,8129163504,Pune,Maharashtra,West,411001,2025-01-17,New,Fashion,True,True
C001428,CUST001428,Tanish,Bhargava,Tanish Bhargava,Male,1974-01-06,52,45-54,tanish.bhargava311@gmail.com,5272845397,Surat,Gujarat,West,395003,2024-07-14,Regular,Electronics,True,True
C001429,CUST001429,Libni,Prakash,Libni Prakash,Female,1967-01-27,59,55+,libni.prakash212@gmail.com,6406756020,Jabalpur,Madhya Pradesh,Central,482001,2025-10-12,Regular,Grocery,False,True
C001430,CUST001430,Aashi,Chauhan,Aashi Chauhan,Female,2003-12-07,22,18-24,aashi.chauhan220@gmail.com,2154390448,Gurugram,Haryana,North,122001,2023-07-30,Regular,Books,False,True
C001431,CUST001431,Anika,Kar,Anika Kar,Female,1977-04-11,49,45-54,anika.kar120@gmail.com,3202351025,Jaipur,Rajasthan,North,302001,2025-07-02,Regular,Sports,True,True
C001432,CUST001432,Oni,Padmanabhan,Oni Padmanabhan,Female,1969-07-09,56,55+,oni.padmanabhan470@gmail.com,4503698884,Jaipur,Rajasthan,North,302001,2024-02-14,Regular,Home & Kitchen,False,True
C001433,CUST001433,Hemang,Hari,Hemang Hari,Male,1982-03-12,44,35-44,hemang.hari670@gmail.com,6296208059,Mangaluru,Karnataka,South,575001,2025-11-13,New,Grocery,True,True
C001434,CUST001434,Kala,Das,Kala Das,Female,1974-01-28,52,45-54,kala.das376@gmail.com,9075965999,Gurugram,Haryana,North,122001,2023-03-03,New,Books,True,True
C001435,CUST001435,Ekalinga,Bhalla,Ekalinga Bhalla,Male,1973-07-03,52,45-54,ekalinga.bhalla19@gmail.com,3177495421,Belagavi,Karnataka,South,590001,2024-03-16,Regular,Home & Kitchen,True,True
C001436,CUST001436,Advika,Rajagopalan,Advika Rajagopalan,Female,1977-11-18,48,45-54,advika.rajagopalan930@gmail.com,7591922671,Guwahati,Assam,East,781001,2023-01-23,Regular,Fashion,False,True
C001437,CUST001437,Ishwar,Chaudhry,Ishwar Chaudhry,Male,1998-04-03,28,25-34,ishwar.chaudhry584@gmail.com,6475286461,Kolkata,West Bengal,East,700001,2023-05-16,Regular,Beauty,True,True
C001438,CUST001438,Ekta,Bal,Ekta Bal,Female,2007-09-23,18,18-24,ekta.bal924@gmail.com,0099284524,Raipur,Chhattisgarh,Central,492001,2026-05-29,Premium,Books,False,True
C001439,CUST001439,Bhavani,Halder,Bhavani Halder,Female,1976-10-16,49,45-54,bhavani.halder515@gmail.com,5505143219,Cuttack,Odisha,East,753001,2025-06-10,Regular,Home & Kitchen,True,True
C001440,CUST001440,Damini,Mistry,Damini Mistry,Female,1981-08-29,44,35-44,damini.mistry615@gmail.com,9724792542,Mangaluru,Karnataka,South,575001,2024-07-16,Regular,Electronics,False,True
C001441,CUST001441,Ganga,Chander,Ganga Chander,Female,1999-08-16,26,25-34,ganga.chander14@gmail.com,1920487706,Nashik,Maharashtra,West,422001,2026-03-26,New,Electronics,False,True
C001442,CUST001442,Xiti,Raja,Xiti Raja,Female,2004-07-31,21,18-24,xiti.raja550@gmail.com,9986515902,Vadodara,Gujarat,West,390001,2023-09-26,Regular,Grocery,True,True
C001443,CUST001443,Onkar,Sibal,Onkar Sibal,Male,2002-06-04,24,18-24,onkar.sibal318@gmail.com,8585883825,Bhopal,Madhya Pradesh,West,462001,2023-02-03,New,Electronics,False,True
C001444,CUST001444,Urmi,Sridhar,Urmi Sridhar,Female,1974-08-31,51,45-54,urmi.sridhar58@gmail.com,4672925435,Indore,Madhya Pradesh,West,452001,2024-12-09,Regular,Beauty,False,True
C001445,CUST001445,Ridhi,Buch,Ridhi Buch,Female,2005-05-01,21,18-24,ridhi.buch392@gmail.com,2250182562,Rajkot,Gujarat,West,360001,2025-07-19,Regular,Sports,False,True
C001446,CUST001446,Mason,Sekhon,Mason Sekhon,Male,1977-03-11,49,45-54,mason.sekhon892@gmail.com,2012234149,Mysuru,Karnataka,South,570001,2024-04-03,New,Electronics,True,False
C001447,CUST001447,Harita,Apte,Harita Apte,Female,1966-05-25,60,55+,harita.apte934@gmail.com,0266045095,Nagpur,Maharashtra,West,440001,2023-12-15,New,Sports,False,True
C001448,CUST001448,Tanveer,Hari,Tanveer Hari,Male,1978-01-28,48,45-54,tanveer.hari321@gmail.com,0391019335,Guwahati,Assam,East,781001,2023-04-18,New,Books,True,True
C001449,CUST001449,Harish,Yohannan,Harish Yohannan,Male,2007-08-13,18,18-24,harish.yohannan184@gmail.com,7119360060,Ahmedabad,Gujarat,West,380001,2024-11-05,Regular,Books,False,True
C001450,CUST001450,Ekbal,Shenoy,Ekbal Shenoy,Male,1998-07-17,27,25-34,ekbal.shenoy919@gmail.com,6160762643,Siliguri,West Bengal,East,734001,2025-08-01,New,Home & Kitchen,False,True
C001451,CUST001451,Zansi,Pandya,Zansi Pandya,Female,1966-03-08,60,55+,zansi.pandya687@gmail.com,7234617623,Ranchi,Jharkhand,East,834001,2025-07-04,Regular,Beauty,False,True
C001452,CUST001452,Dayamai,Jha,Dayamai Jha,Female,1978-12-20,47,45-54,dayamai.jha313@gmail.com,4416423165,Surat,Gujarat,West,395003,2024-10-21,Regular,Grocery,True,True
C001453,CUST001453,Lakshit,Mani,Lakshit Mani,Male,1973-05-24,53,45-54,lakshit.mani220@gmail.com,7685760634,Panaji,Goa,West,403001,2026-02-17,Regular,Fashion,False,True
C001454,CUST001454,Madhav,Gole,Madhav Gole,Male,2007-12-03,18,18-24,madhav.gole404@gmail.com,7551887017,Belagavi,Karnataka,South,590001,2025-10-09,New,Electronics,False,True
C001455,CUST001455,Girindra,Gera,Girindra Gera,Male,1985-11-18,40,35-44,girindra.gera889@gmail.com,8374441723,Agra,Uttar Pradesh,North,282001,2023-08-03,Regular,Books,False,True
C001456,CUST001456,Lipika,Pai,Lipika Pai,Female,1994-08-19,31,25-34,lipika.pai946@gmail.com,9479025485,Gwalior,Madhya Pradesh,Central,474001,2024-09-30,Regular,Sports,True,True
C001457,CUST001457,Isaiah,Radhakrishnan,Isaiah Radhakrishnan,Male,1974-10-16,51,45-54,isaiah.radhakrishnan808@gmail.com,4723864100,Nagpur,Maharashtra,West,440001,2025-01-14,Regular,Grocery,False,True
C001458,CUST001458,Pallavi,Karan,Pallavi Karan,Female,1999-07-25,26,25-34,pallavi.karan601@gmail.com,2164359900,Mumbai,Maharashtra,West,400001,2023-05-21,New,Fashion,False,False
C001459,CUST001459,Imaran,Sood,Imaran Sood,Male,2001-10-17,24,18-24,imaran.sood481@gmail.com,4761437884,Warangal,Telangana,South,506002,2025-08-02,Premium,Sports,True,True
C001460,CUST001460,Lakshit,Kala,Lakshit Kala,Male,1996-07-31,29,25-34,lakshit.kala959@gmail.com,8756467263,Surat,Gujarat,West,395003,2023-02-28,Regular,Beauty,False,True
C001461,CUST001461,Saksham,Bhavsar,Saksham Bhavsar,Male,1990-07-04,35,35-44,saksham.bhavsar64@gmail.com,8990027729,Panaji,Goa,West,403001,2025-06-02,New,Grocery,False,True
C001462,CUST001462,Dayamai,Apte,Dayamai Apte,Female,2000-08-30,25,25-34,dayamai.apte208@gmail.com,8604356605,Surat,Gujarat,West,395003,2025-01-27,New,Sports,False,False
C001463,CUST001463,Anita,Kari,Anita Kari,Female,1982-05-10,44,35-44,anita.kari453@gmail.com,8330677306,Mumbai,Maharashtra,West,400001,2025-04-04,New,Home & Kitchen,False,True
C001464,CUST001464,Warinder,Dara,Warinder Dara,Male,2002-10-09,23,18-24,warinder.dara46@gmail.com,6794190878,Cuttack,Odisha,East,753001,2023-04-13,Regular,Electronics,True,True
C001465,CUST001465,Yashica,Sankar,Yashica Sankar,Female,1987-11-16,38,35-44,yashica.sankar743@gmail.com,0673963428,Nashik,Maharashtra,West,422001,2023-05-15,Regular,Home & Kitchen,True,True
